variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,173,-0.5541575951251203,-3.545658247311868,2.5467212478496037,0.058553345988490935,-0.20347702781687138,0.1600852204476204,0.20672339764417424
txt,173,-0.46681864662270806,-1.9104535018116429,1.0530162607838516,-0.04631138426115711,-0.23523584929614638,0.03620609428972643,0.020193331169562567
