variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,173,-0.27307576206960843,-1.4514327180564912,0.5383146744859543,0.024400648610156228,-0.2751488197922536,0.5678192864372189,0.1008592596894885
txt,173,-0.7172584263318873,-3.1373272646429724,1.666182938272911,0.06244383071348936,-0.1874181064192193,0.0009152043852095337,0.03060005020540857
