variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,131,0.16289500804492094,-3.816330921943608,1.5268005244602754,0.1305301189185597,-0.5006509724133854,0.001612513273905325,0.0024045181556414663
txt,131,0.07538275867821616,-0.9432268035104368,1.1539320829114175,0.2766636541318759,-0.40572469464611216,0.02017542211926915,0.026159952656543584
