variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,1032,-0.20327078162258114,-0.926581051842718,0.41792256750986634,0.18998646026984312,-0.16785391534812444,0.06455964558395699,0.015118820678144407
txt,1032,-0.20048999199216666,-0.900527162893751,0.13810997528187485,0.17559647175113535,-0.059660119231112585,0.5064992769007124,0.30647114009475684
