variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,627,-0.12725023036299304,-0.5493556309611031,0.2262806316544464,0.5624196270901554,0.0022560608395560955,0.022111392869150537,0.003903341593237575
txt,627,-0.18170088042905624,-0.6130954473700823,0.11104204788698668,0.5922903626121926,-0.10578682300103681,0.09911129599750923,0.0018105747994899835
