variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,2574,-0.17462938770151473,-0.5504272018689562,0.14888959833180504,0.4357779116596211,0.005860091168649051,0.08224517874757975,0.26471335237083005
txt,2574,-0.1264272674167615,-0.29737017130933907,0.21158320881476234,0.4212990392781527,0.03312597618080981,0.2693005895178997,0.1767241061609841
