variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,179,-0.09087693725925804,-2.049105734861447,0.9500709947091757,-0.0755457862552551,-0.4308991299723506,0.05016588243971942,0.09378181055927548
txt,179,-0.022146457208566023,-0.4344820516571465,0.307652190653658,0.10989689788130796,-0.43143129042166284,0.6968001439115462,0.03550347837288681
