variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,497,-0.11708690408553413,-0.3858803492827192,0.26381178263287963,0.6257957527757242,-0.41276228216634747,0.09002667338598458,0.23669799145564374
txt,497,-0.11623691354470406,-0.5988072448614917,0.16882221572433131,0.6595616712476862,-0.2648095207773453,0.0023762474408050016,0.15264866454477843
