variant,n_obs,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,5467,497,-0.17542501475446357,-0.6820582683967954,1.0232460178108616,0.6580636574228649,-0.47365075493392794,0.09928995561531251,0.00579228285151101
txt,5467,497,-0.08397038975194558,-0.2422530997516929,0.28178540582616785,0.7201705274285661,-0.2763191774001328,0.7904118572128915,0.29547281761429556
