variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,179,-0.1968664482736043,-0.6965597033364886,0.4192320726154253,0.05217367569714493,-0.616560640041121,0.7491226816104151,0.3735729666996962
txt,179,-0.11733989352188298,-0.7405879583862429,1.71072004596826,0.18663110925710158,-0.2820750488269259,0.11447690124488741,0.9224123865163648
