variant,n_asins,CATE mean (demand),CATE min (demand),CATE max (demand),R2 outcome,R2 treatment,het p (PLR),het p (linear)
txtimg,131,-0.024735795973748715,-1.8722270549586817,1.1947498932584568,0.13074599375342522,-0.5557351992944937,0.5604876987468665,0.12232773078609882
txt,131,0.057415417681769464,-1.5109300484189274,2.0066041350666564,0.19199959659313115,-0.30206845099917223,0.36346586521336266,0.1597691087718256
